Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryBand,TenureBand,AgeBand
37,No,Non-Travel,1119,Human Resources,10,3,Life Sciences,1,725,3,Male,33,1,4,Manager,4,Single,9791,10582,1,Y,No,21,3,2,80,0,15,0,2,12,8,2,7,₹7K–₹12K,10+ years,36–45
29,No,Travel_Rarely,188,Research & Development,7,4,Medical,1,726,3,Female,73,3,3,Manager,3,Divorced,7692,3391,1,Y,No,19,3,3,80,3,2,5,4,1,0,1,0,₹7K–₹12K,<2 years,26–35
38,No,Travel_Rarely,204,Research & Development,23,4,Life Sciences,1,727,2,Female,93,4,5,Manufacturing Director,3,Single,12521,6345,5,Y,No,16,3,1,80,3,14,4,4,12,6,5,2,₹12K+,10+ years,36–45
43,No,Non-Travel,1228,Sales,29,1,Medical,1,728,4,Female,37,2,3,Manager,3,Married,9029,14837,1,Y,No,12,3,4,80,3,17,5,1,17,4,5,3,₹7K–₹12K,10+ years,36–45
50,No,Travel_Frequently,1367,Research & Development,13,4,Medical,1,729,3,Male,58,2,1,Manufacturing Director,2,Married,5984,16519,1,Y,No,11,3,4,80,0,24,4,2,16,9,4,7,₹4K–₹7K,10+ years,46–60
29,No,Travel_Rarely,728,Research & Development,8,2,Life Sciences,1,730,1,Male,71,4,5,Manager,1,Single,9926,14693,0,Y,No,13,3,2,80,1,3,0,4,2,2,1,0,₹7K–₹12K,2–3 years,26–35
57,Yes,Travel_Frequently,926,Research & Development,8,3,Medical,1,731,4,Male,83,2,4,Manufacturing Director,4,Single,14095,4962,1,Y,Yes,22,4,2,80,0,15,1,1,12,6,6,4,₹12K+,10+ years,46–60
32,No,Travel_Rarely,714,Sales,7,4,Life Sciences,1,732,2,Female,40,1,3,Sales Representative,1,Married,6340,16294,1,Y,Yes,12,3,4,80,1,7,2,4,7,5,4,3,₹4K–₹7K,6–10 years,26–35
20,No,Travel_Rarely,726,Sales,5,1,Marketing,1,733,4,Male,46,2,2,Sales Executive,2,Divorced,4447,21910,3,Y,Yes,24,4,3,80,2,4,1,3,2,2,0,1,₹4K–₹7K,2–3 years,18–25
24,No,Travel_Rarely,846,Research & Development,11,4,Life Sciences,1,734,4,Male,50,1,1,Healthcare Representative,3,Married,4597,22065,2,Y,No,24,3,4,80,2,8,1,4,8,1,3,1,₹4K–₹7K,6–10 years,18–25
40,No,Travel_Rarely,455,Research & Development,10,1,Marketing,1,735,1,Male,34,4,3,Research Scientist,4,Married,8598,25382,3,Y,No,24,4,3,80,1,12,1,2,3,2,0,1,₹7K–₹12K,2–3 years,36–45
28,No,Travel_Rarely,1445,Research & Development,8,5,Life Sciences,1,736,2,Male,79,1,1,Laboratory Technician,1,Married,4367,25234,1,Y,Yes,19,3,4,80,0,3,4,2,0,0,0,0,₹4K–₹7K,<2 years,26–35
40,No,Travel_Rarely,810,Research & Development,12,4,Life Sciences,1,737,1,Male,89,4,5,Manager,3,Married,12236,20520,7,Y,Yes,13,3,2,80,0,8,3,2,6,1,1,0,₹12K+,6–10 years,36–45
32,No,Travel_Frequently,992,Research & Development,4,1,Medical,1,738,4,Male,99,2,3,Manager,1,Single,8270,23714,1,Y,Yes,17,3,1,80,0,6,5,1,5,5,4,5,₹7K–₹12K,4–5 years,26–35
20,No,Travel_Rarely,1222,Research & Development,2,5,Life Sciences,1,739,1,Female,52,2,3,Research Director,1,Single,5511,3415,1,Y,Yes,18,3,2,80,1,3,6,2,3,0,0,0,₹4K–₹7K,2–3 years,18–25
34,No,Travel_Rarely,473,Human Resources,12,5,Marketing,1,740,1,Male,98,2,2,Human Resources,4,Married,7392,21244,4,Y,Yes,25,4,2,80,0,9,2,1,3,0,1,0,₹7K–₹12K,2–3 years,26–35
35,No,Travel_Rarely,1081,Research & Development,3,2,Life Sciences,1,741,4,Male,54,3,4,Laboratory Technician,4,Divorced,10445,7427,3,Y,No,11,3,2,80,0,5,4,4,4,4,0,1,₹7K–₹12K,4–5 years,26–35
34,No,Travel_Rarely,330,Research & Development,10,2,Technical Degree,1,742,3,Male,85,2,2,Healthcare Representative,3,Married,6874,11404,2,Y,No,21,3,4,80,1,8,0,1,5,4,0,4,₹4K–₹7K,4–5 years,26–35
34,No,Travel_Rarely,881,Sales,20,4,Marketing,1,743,3,Male,42,2,4,Manager,2,Divorced,11028,8885,1,Y,Yes,20,3,4,80,3,15,1,4,13,2,4,1,₹7K–₹12K,10+ years,26–35
42,No,Travel_Rarely,656,Research & Development,5,1,Life Sciences,1,744,3,Male,35,3,2,Healthcare Representative,2,Divorced,6316,5890,0,Y,Yes,24,3,2,80,1,12,0,4,4,0,0,0,₹4K–₹7K,4–5 years,36–45
45,No,Travel_Rarely,951,Research & Development,10,4,Medical,1,745,1,Female,40,4,3,Laboratory Technician,4,Married,10005,19496,5,Y,No,17,3,1,80,0,10,5,4,6,2,0,2,₹7K–₹12K,6–10 years,36–45
45,No,Travel_Rarely,479,Sales,11,4,Marketing,1,746,3,Male,41,3,4,Manager,1,Divorced,10961,19044,2,Y,Yes,15,4,1,80,3,15,0,3,10,3,2,2,₹7K–₹12K,6–10 years,36–45
34,Yes,Travel_Rarely,531,Sales,11,3,Life Sciences,1,747,4,Female,70,4,2,Sales Executive,2,Married,6140,13268,2,Y,Yes,21,3,4,80,3,11,0,2,8,5,5,3,₹4K–₹7K,6–10 years,26–35
45,No,Travel_Rarely,1073,Sales,11,4,Marketing,1,748,4,Female,33,4,1,Sales Representative,4,Married,4278,2229,4,Y,Yes,24,4,2,80,0,12,1,4,12,6,8,6,₹4K–₹7K,10+ years,36–45
40,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,749,1,Male,50,1,4,Research Scientist,2,Single,11006,11754,1,Y,Yes,14,3,3,80,2,10,4,3,3,1,3,0,₹7K–₹12K,2–3 years,36–45
44,No,Travel_Frequently,261,Research & Development,11,2,Life Sciences,1,750,4,Male,39,3,3,Manufacturing Director,1,Single,10085,16748,1,Y,Yes,22,3,2,80,1,9,4,4,3,1,0,1,₹7K–₹12K,2–3 years,36–45
47,No,Travel_Rarely,444,Research & Development,11,1,Life Sciences,1,751,2,Male,66,4,2,Laboratory Technician,3,Married,7611,7939,7,Y,No,20,3,4,80,0,17,1,4,9,1,8,1,₹7K–₹12K,6–10 years,46–60
41,No,Travel_Rarely,1350,Sales,11,3,Life Sciences,1,752,4,Male,72,2,2,Sales Representative,2,Divorced,6718,17379,2,Y,Yes,19,4,2,80,3,16,1,2,14,11,4,8,₹4K–₹7K,10+ years,36–45
40,No,Travel_Rarely,576,Research & Development,16,5,Life Sciences,1,753,4,Female,91,3,3,Healthcare Representative,2,Divorced,8608,4829,0,Y,No,21,3,2,80,0,15,3,1,10,5,5,5,₹7K–₹12K,6–10 years,36–45
24,Yes,Travel_Rarely,1281,Research & Development,15,2,Marketing,1,754,2,Male,84,1,3,Manufacturing Director,2,Married,6277,16417,1,Y,Yes,25,3,1,80,0,9,1,2,6,2,2,0,₹4K–₹7K,6–10 years,18–25
38,No,Travel_Rarely,1239,Research & Development,14,3,Life Sciences,1,755,4,Male,32,3,2,Laboratory Technician,2,Divorced,6353,19473,4,Y,No,20,3,3,80,1,8,1,1,7,4,2,3,₹4K–₹7K,6–10 years,36–45
37,No,Non-Travel,1486,Research & Development,10,1,Life Sciences,1,756,1,Female,33,2,2,Laboratory Technician,2,Divorced,6274,8232,3,Y,No,15,3,1,80,2,16,6,3,14,4,3,4,₹4K–₹7K,10+ years,36–45
34,No,Travel_Frequently,1269,Research & Development,8,4,Life Sciences,1,757,3,Female,50,1,4,Research Director,3,Single,10462,20218,1,Y,No,22,3,3,80,2,3,5,3,3,3,0,1,₹7K–₹12K,2–3 years,26–35
37,No,Travel_Rarely,1290,Research & Development,6,4,Life Sciences,1,758,4,Male,37,2,4,Healthcare Representative,3,Married,10242,6087,1,Y,No,17,3,2,80,2,6,4,1,2,0,2,0,₹7K–₹12K,2–3 years,36–45
47,No,Non-Travel,577,Research & Development,16,2,Medical,1,759,2,Female,96,4,2,Healthcare Representative,2,Divorced,7880,23643,3,Y,No,16,3,3,80,1,18,3,4,2,2,2,0,₹7K–₹12K,2–3 years,46–60
36,No,Travel_Rarely,866,Sales,11,5,Marketing,1,760,1,Male,63,2,4,Manager,2,Single,9976,5492,2,Y,No,16,4,3,80,1,4,3,1,4,2,2,1,₹7K–₹12K,4–5 years,36–45
43,No,Travel_Frequently,125,Research & Development,7,1,Life Sciences,1,761,4,Female,36,3,2,Manufacturing Director,3,Married,8203,11063,6,Y,Yes,19,3,3,80,2,10,6,3,6,1,2,0,₹7K–₹12K,6–10 years,36–45
39,No,Travel_Rarely,831,Sales,26,2,Medical,1,762,1,Male,91,4,3,Sales Representative,4,Single,8091,8384,2,Y,No,24,3,1,80,1,15,5,1,11,2,5,2,₹7K–₹12K,10+ years,36–45
44,No,Travel_Rarely,1004,Research & Development,5,1,Life Sciences,1,763,2,Female,97,1,3,Manufacturing Director,1,Divorced,9048,8247,4,Y,No,14,3,4,80,1,14,3,1,10,0,6,0,₹7K–₹12K,6–10 years,36–45
53,Yes,Travel_Rarely,879,Research & Development,15,5,Life Sciences,1,764,2,Male,97,1,4,Manufacturing Director,3,Married,12811,20703,1,Y,No,13,3,1,80,0,30,2,3,26,16,2,12,₹12K+,10+ years,46–60
50,No,Travel_Rarely,724,Sales,28,1,Marketing,1,765,4,Female,93,2,5,Sales Representative,2,Married,13233,15568,4,Y,No,22,3,1,80,1,10,4,1,10,3,1,3,₹12K+,6–10 years,46–60
43,No,Travel_Frequently,498,Research & Development,8,5,Medical,1,766,2,Male,73,3,4,Healthcare Representative,4,Divorced,11124,19275,0,Y,No,16,3,3,80,3,18,4,3,12,3,1,3,₹7K–₹12K,10+ years,36–45
38,No,Travel_Rarely,1412,Sales,2,5,Marketing,1,767,4,Female,77,2,3,Manager,4,Single,7873,3522,4,Y,Yes,23,3,1,80,0,9,3,4,9,5,2,3,₹7K–₹12K,6–10 years,36–45
28,No,Travel_Frequently,493,Research & Development,19,4,Life Sciences,1,768,4,Male,77,3,1,Laboratory Technician,3,Divorced,3579,4420,1,Y,No,14,3,4,80,1,11,0,1,5,4,2,4,<₹4K,4–5 years,26–35
25,No,Travel_Rarely,234,Research & Development,26,5,Human Resources,1,769,3,Female,58,4,3,Healthcare Representative,2,Married,8421,11763,1,Y,Yes,15,4,1,80,1,3,2,2,1,0,0,0,₹7K–₹12K,<2 years,18–25
25,No,Travel_Rarely,1428,Sales,9,2,Life Sciences,1,770,3,Male,68,2,3,Manager,2,Married,7723,4708,1,Y,No,14,3,1,80,0,1,4,3,1,0,1,0,₹7K–₹12K,<2 years,18–25
56,No,Travel_Rarely,1225,Research & Development,1,5,Marketing,1,771,3,Female,80,2,3,Laboratory Technician,2,Married,9724,4802,2,Y,No,22,3,3,80,0,18,0,2,12,5,1,4,₹7K–₹12K,10+ years,46–60
54,No,Travel_Frequently,1417,Research & Development,23,1,Life Sciences,1,772,4,Female,40,1,2,Manager,4,Divorced,8751,19745,3,Y,No,22,3,3,80,2,21,3,2,10,9,2,4,₹7K–₹12K,6–10 years,46–60
32,No,Travel_Rarely,154,Research & Development,4,5,Medical,1,773,1,Male,65,2,5,Healthcare Representative,3,Married,10630,4692,2,Y,No,23,3,1,80,1,7,4,3,3,3,3,3,₹7K–₹12K,2–3 years,26–35
45,No,Travel_Rarely,470,Research & Development,10,2,Life Sciences,1,774,1,Female,91,1,4,Laboratory Technician,3,Divorced,9307,25065,3,Y,Yes,15,3,1,80,2,21,3,1,19,6,10,3,₹7K–₹12K,10+ years,36–45
41,No,Travel_Rarely,241,Sales,9,2,Technical Degree,1,775,3,Male,74,2,2,Sales Executive,4,Divorced,7137,22066,2,Y,No,13,3,1,80,2,5,2,2,5,1,3,1,₹7K–₹12K,4–5 years,36–45
40,No,Travel_Rarely,935,Sales,9,1,Technical Degree,1,776,3,Male,68,2,1,Sales Executive,3,Divorced,5429,5177,2,Y,No,12,3,1,80,3,17,2,2,13,9,3,7,₹4K–₹7K,10+ years,36–45
53,No,Travel_Rarely,402,Research & Development,12,4,Medical,1,777,2,Female,97,4,2,Manufacturing Director,1,Married,7991,12634,6,Y,No,11,3,3,80,0,24,3,2,22,13,5,12,₹7K–₹12K,10+ years,46–60
36,No,Travel_Rarely,1368,Research & Development,5,1,Medical,1,778,2,Female,65,2,4,Manager,2,Single,10569,21805,5,Y,No,16,3,3,80,3,6,1,1,5,1,0,1,₹7K–₹12K,4–5 years,36–45
28,No,Travel_Rarely,1199,Sales,2,2,Marketing,1,779,3,Female,59,3,4,Sales Representative,1,Married,8883,8985,2,Y,No,17,3,2,80,0,3,6,3,3,0,0,0,₹7K–₹12K,2–3 years,26–35
39,No,Non-Travel,446,Research & Development,5,3,Medical,1,780,2,Female,74,1,3,Manufacturing Director,2,Married,7236,21493,1,Y,No,14,3,1,80,1,13,1,3,8,4,2,3,₹7K–₹12K,6–10 years,36–45
29,No,Travel_Rarely,388,Research & Development,19,2,Medical,1,781,1,Male,55,2,5,Manager,3,Single,10795,16288,2,Y,No,12,4,3,80,3,3,3,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
49,No,Travel_Frequently,1313,Sales,23,4,Life Sciences,1,782,2,Female,86,1,3,Sales Representative,2,Married,7677,9125,0,Y,No,17,3,1,80,2,15,6,3,7,0,2,0,₹7K–₹12K,6–10 years,46–60
37,Yes,Non-Travel,228,Research & Development,1,1,Life Sciences,1,783,1,Male,89,3,1,Laboratory Technician,1,Married,5063,25719,3,Y,Yes,17,3,3,80,0,12,2,3,5,5,1,2,₹4K–₹7K,4–5 years,36–45
31,No,Non-Travel,208,Research & Development,20,1,Marketing,1,784,3,Male,37,1,4,Research Director,3,Divorced,8874,21662,0,Y,No,19,4,4,80,3,3,1,1,0,0,0,0,₹7K–₹12K,<2 years,26–35
41,No,Non-Travel,1455,Research & Development,1,1,Technical Degree,1,785,1,Male,76,3,4,Healthcare Representative,3,Married,11324,17173,1,Y,Yes,15,3,4,80,2,14,5,2,10,4,5,3,₹7K–₹12K,6–10 years,36–45
39,Yes,Travel_Frequently,1279,Sales,24,3,Marketing,1,786,3,Female,55,2,3,Sales Executive,4,Divorced,7910,20922,3,Y,No,21,3,2,80,0,16,5,4,9,5,7,3,₹7K–₹12K,6–10 years,36–45
29,Yes,Travel_Rarely,784,Research & Development,17,2,Life Sciences,1,787,2,Male,87,4,1,Research Scientist,3,Divorced,4869,3540,4,Y,No,15,3,2,80,1,5,4,2,5,4,3,4,₹4K–₹7K,4–5 years,26–35
26,No,Travel_Rarely,381,Sales,15,3,Medical,1,788,2,Male,33,1,3,Sales Representative,1,Married,7157,2541,3,Y,Yes,16,4,2,80,3,0,6,4,0,0,0,0,₹7K–₹12K,<2 years,26–35
50,No,Travel_Frequently,531,Sales,9,4,Medical,1,789,4,Female,44,4,5,Manager,4,Divorced,14088,21887,2,Y,No,13,4,4,80,2,15,2,3,14,6,1,2,₹12K+,10+ years,46–60
45,No,Travel_Rarely,936,Sales,19,3,Marketing,1,790,4,Female,72,1,3,Manager,2,Married,7637,23118,2,Y,No,23,3,4,80,2,22,5,1,14,12,2,8,₹7K–₹12K,10+ years,36–45
35,No,Travel_Rarely,810,Sales,19,5,Medical,1,791,1,Female,52,1,2,Sales Representative,4,Divorced,8732,20600,3,Y,Yes,14,4,4,80,0,6,1,1,6,5,0,2,₹7K–₹12K,6–10 years,26–35
57,Yes,Travel_Rarely,348,Human Resources,5,3,Medical,1,792,1,Male,70,1,3,Human Resources,2,Single,10283,18147,3,Y,Yes,25,3,4,80,0,21,1,4,10,0,3,0,₹7K–₹12K,6–10 years,46–60
39,No,Travel_Rarely,199,Research & Development,3,5,Medical,1,793,3,Female,64,2,3,Research Scientist,2,Single,9342,11403,1,Y,No,25,3,4,80,2,21,4,3,10,4,5,2,₹7K–₹12K,6–10 years,36–45
49,No,Travel_Rarely,124,Research & Development,26,3,Life Sciences,1,794,1,Female,42,3,3,Manufacturing Director,3,Married,8219,24191,0,Y,No,17,3,4,80,1,14,1,4,9,3,3,1,₹7K–₹12K,6–10 years,46–60
34,No,Travel_Frequently,1150,Sales,18,1,Life Sciences,1,795,2,Male,37,1,3,Sales Representative,2,Married,7389,5786,2,Y,Yes,24,3,1,80,0,11,4,3,0,0,0,0,₹7K–₹12K,<2 years,26–35
34,No,Travel_Rarely,1197,Research & Development,16,4,Life Sciences,1,796,3,Male,39,4,3,Research Director,3,Married,6035,5280,0,Y,Yes,20,3,3,80,3,1,6,2,0,0,0,0,₹4K–₹7K,<2 years,26–35
27,No,Travel_Frequently,1181,Research & Development,1,2,Medical,1,797,3,Male,41,3,3,Manager,4,Married,7448,9676,1,Y,Yes,23,3,4,80,3,3,1,1,3,0,0,0,₹7K–₹12K,2–3 years,26–35
29,No,Travel_Rarely,1390,Research & Development,4,3,Medical,1,798,4,Male,77,2,2,Manager,3,Married,5783,12435,3,Y,No,15,3,3,80,3,10,5,4,3,0,2,0,₹4K–₹7K,2–3 years,26–35
33,No,Travel_Rarely,604,Research & Development,3,1,Life Sciences,1,799,1,Male,65,1,2,Laboratory Technician,2,Married,7474,19178,0,Y,No,18,3,4,80,2,11,0,4,9,1,4,1,₹7K–₹12K,6–10 years,26–35
37,Yes,Travel_Frequently,1144,Research & Development,13,3,Medical,1,800,4,Male,52,2,2,Healthcare Representative,1,Married,4091,6163,5,Y,Yes,17,3,4,80,3,7,0,2,0,0,0,0,₹4K–₹7K,<2 years,36–45
24,No,Travel_Rarely,245,Research & Development,19,5,Medical,1,801,2,Male,76,2,1,Research Scientist,1,Single,4344,24524,2,Y,No,12,3,3,80,3,0,5,3,0,0,0,0,₹4K–₹7K,<2 years,18–25
41,No,Travel_Rarely,1217,Sales,2,2,Life Sciences,1,802,4,Male,41,2,2,Sales Representative,2,Married,4866,24803,2,Y,Yes,18,3,1,80,3,11,0,2,3,3,1,3,₹4K–₹7K,2–3 years,36–45
21,No,Non-Travel,413,Research & Development,3,4,Life Sciences,1,803,2,Male,61,1,5,Healthcare Representative,4,Divorced,10559,7498,1,Y,No,15,3,2,80,0,1,6,1,0,0,0,0,₹7K–₹12K,<2 years,18–25
40,No,Travel_Rarely,900,Research & Development,18,2,Medical,1,804,3,Male,48,3,2,Research Scientist,1,Married,6006,19890,0,Y,No,17,3,4,80,3,8,5,2,0,0,0,0,₹4K–₹7K,<2 years,36–45
34,No,Non-Travel,460,Research & Development,8,2,Medical,1,805,2,Male,96,3,5,Manager,2,Single,11882,22024,3,Y,No,24,4,4,80,3,9,5,1,5,3,2,3,₹7K–₹12K,4–5 years,26–35
34,No,Travel_Rarely,293,Research & Development,19,4,Marketing,1,806,2,Male,64,3,4,Healthcare Representative,2,Married,9871,15901,1,Y,No,14,3,4,80,0,12,1,1,7,5,0,3,₹7K–₹12K,6–10 years,26–35
22,No,Travel_Rarely,672,Research & Development,12,4,Marketing,1,807,2,Male,36,3,4,Manufacturing Director,2,Divorced,9280,2021,1,Y,No,16,3,4,80,3,11,1,4,6,0,0,0,₹7K–₹12K,6–10 years,18–25
37,No,Travel_Frequently,655,Research & Development,17,1,Life Sciences,1,808,2,Male,50,3,3,Manufacturing Director,2,Divorced,9270,19292,3,Y,No,15,3,3,80,1,7,4,4,2,0,0,0,₹7K–₹12K,2–3 years,36–45
49,No,Travel_Rarely,1029,Research & Development,14,5,Medical,1,809,4,Male,89,2,5,Manager,3,Single,14560,11297,2,Y,No,24,4,3,80,3,12,1,3,4,4,0,4,₹12K+,4–5 years,46–60
44,No,Travel_Rarely,1260,Sales,9,1,Life Sciences,1,810,3,Female,86,4,3,Manager,1,Married,8203,16039,1,Y,No,21,3,1,80,0,13,6,4,10,6,1,3,₹7K–₹12K,6–10 years,36–45
48,No,Travel_Rarely,535,Sales,3,4,Medical,1,811,1,Female,50,2,4,Manager,4,Married,10309,24393,6,Y,Yes,18,4,2,80,1,23,3,2,15,5,6,2,₹7K–₹12K,10+ years,46–60
32,No,Travel_Rarely,1245,Human Resources,9,4,Marketing,1,812,3,Female,42,2,1,Human Resources,1,Divorced,3930,5926,2,Y,Yes,23,3,3,80,3,2,0,3,2,2,1,0,<₹4K,2–3 years,26–35
41,No,Travel_Rarely,533,Sales,17,4,Medical,1,813,2,Male,84,2,2,Sales Representative,1,Single,6362,5017,5,Y,No,25,3,3,80,1,14,6,3,3,3,1,3,₹4K–₹7K,2–3 years,36–45
29,Yes,Travel_Frequently,698,Research & Development,10,3,Marketing,1,814,2,Male,40,3,3,Research Scientist,1,Married,9100,21691,2,Y,Yes,22,3,3,80,0,8,5,1,4,0,0,0,₹7K–₹12K,4–5 years,26–35
44,Yes,Travel_Rarely,1151,Sales,29,3,Medical,1,815,1,Male,50,4,4,Manager,1,Married,9386,15653,2,Y,No,11,3,1,80,0,13,3,1,5,5,1,5,₹7K–₹12K,4–5 years,36–45
35,No,Travel_Rarely,301,Sales,13,3,Medical,1,816,2,Male,91,2,5,Manager,4,Married,11689,12926,0,Y,No,19,4,4,80,3,11,0,3,1,0,0,0,₹7K–₹12K,<2 years,26–35
35,Yes,Non-Travel,1346,Research & Development,16,5,Life Sciences,1,817,2,Female,61,3,2,Healthcare Representative,4,Married,6522,9335,3,Y,No,24,4,1,80,1,6,5,4,6,2,2,1,₹4K–₹7K,6–10 years,26–35
43,No,Travel_Rarely,311,Sales,12,4,Life Sciences,1,818,1,Male,77,2,4,Manager,3,Divorced,10437,3660,3,Y,No,13,4,2,80,1,12,0,3,12,2,2,0,₹7K–₹12K,10+ years,36–45
46,No,Travel_Rarely,392,Research & Development,2,4,Medical,1,819,4,Male,66,4,2,Research Scientist,1,Married,4598,10079,3,Y,No,11,3,4,80,0,16,3,3,7,6,3,6,₹4K–₹7K,6–10 years,46–60
46,Yes,Travel_Rarely,1096,Research & Development,16,3,Life Sciences,1,820,1,Male,90,2,1,Research Scientist,4,Divorced,5044,23344,2,Y,Yes,18,3,1,80,3,15,3,3,14,7,3,4,₹4K–₹7K,10+ years,46–60
43,No,Travel_Rarely,1465,Sales,8,2,Marketing,1,821,3,Male,48,2,3,Sales Representative,2,Single,9585,18421,1,Y,No,19,3,1,80,2,13,3,1,0,0,0,0,₹7K–₹12K,<2 years,36–45
34,No,Travel_Frequently,1226,Research & Development,20,4,Marketing,1,822,1,Male,39,3,3,Research Director,4,Divorced,7671,19445,0,Y,No,21,3,3,80,0,3,2,2,0,0,0,0,₹7K–₹12K,<2 years,26–35
18,Yes,Travel_Rarely,551,Sales,14,1,Life Sciences,1,823,1,Female,62,1,5,Manager,1,Single,10753,14145,3,Y,Yes,13,4,3,80,0,0,1,4,0,0,0,0,₹7K–₹12K,<2 years,18–25
45,No,Travel_Rarely,555,Research & Development,6,1,Marketing,1,824,4,Male,86,4,2,Research Scientist,1,Single,7146,11656,1,Y,Yes,24,3,2,80,0,13,2,2,7,1,1,1,₹7K–₹12K,6–10 years,36–45
25,No,Travel_Rarely,1031,Research & Development,17,2,Marketing,1,825,4,Male,49,3,3,Laboratory Technician,4,Divorced,7041,14521,1,Y,No,23,3,1,80,2,0,5,4,0,0,0,0,₹7K–₹12K,<2 years,18–25
35,No,Non-Travel,662,Research & Development,12,5,Marketing,1,826,1,Male,64,3,5,Manager,2,Married,13379,12875,1,Y,No,24,3,1,80,0,0,5,4,0,0,0,0,₹12K+,<2 years,26–35
37,No,Travel_Rarely,1453,Research & Development,4,2,Marketing,1,827,4,Female,44,2,3,Manager,3,Married,8790,21552,3,Y,No,19,3,1,80,1,5,4,2,4,0,0,0,₹7K–₹12K,4–5 years,36–45
41,No,Travel_Rarely,389,Research & Development,15,1,Life Sciences,1,828,2,Female,79,2,2,Healthcare Representative,2,Married,7080,5933,2,Y,Yes,14,3,3,80,1,10,0,1,9,7,1,7,₹7K–₹12K,6–10 years,36–45
39,No,Travel_Frequently,1381,Research & Development,25,1,Medical,1,829,1,Male,96,1,1,Healthcare Representative,2,Single,5803,6603,5,Y,No,21,3,2,80,2,11,0,3,9,2,3,0,₹4K–₹7K,6–10 years,36–45
47,No,Travel_Frequently,318,Research & Development,5,1,Other,1,830,3,Male,36,1,4,Manager,1,Divorced,10647,22029,2,Y,Yes,18,3,1,80,3,6,5,4,6,1,3,1,₹7K–₹12K,6–10 years,46–60
42,No,Travel_Rarely,452,Research & Development,5,3,Medical,1,831,2,Female,33,4,1,Research Scientist,2,Married,3409,11898,3,Y,No,15,4,2,80,2,11,4,1,6,1,2,1,<₹4K,6–10 years,36–45
45,No,Travel_Rarely,985,Research & Development,7,4,Life Sciences,1,832,3,Male,83,3,4,Manufacturing Director,4,Married,10539,13164,3,Y,No,16,4,3,80,2,20,3,1,5,0,1,0,₹7K–₹12K,4–5 years,36–45
19,No,Travel_Frequently,363,Research & Development,29,3,Technical Degree,1,833,3,Male,50,4,3,Manager,1,Single,6843,5075,1,Y,No,15,3,3,80,2,0,4,4,0,0,0,0,₹4K–₹7K,<2 years,18–25
48,Yes,Travel_Rarely,555,Research & Development,1,2,Medical,1,834,4,Male,70,1,3,Healthcare Representative,1,Married,8408,15334,2,Y,Yes,11,3,1,80,3,16,6,1,11,10,0,6,₹7K–₹12K,10+ years,46–60
52,No,Travel_Rarely,104,Human Resources,29,3,Marketing,1,835,2,Female,70,2,3,Manager,2,Married,9661,8119,4,Y,No,24,3,2,80,2,20,6,1,14,5,2,3,₹7K–₹12K,10+ years,46–60
49,No,Non-Travel,929,Sales,6,2,Technical Degree,1,836,1,Female,89,1,3,Manager,1,Married,7920,14914,4,Y,No,21,3,4,80,1,19,6,4,8,7,4,1,₹7K–₹12K,6–10 years,46–60
50,Yes,Travel_Rarely,1279,Research & Development,5,1,Medical,1,837,1,Male,35,2,3,Healthcare Representative,4,Married,10341,18848,3,Y,Yes,25,4,3,80,3,16,6,1,8,4,3,3,₹7K–₹12K,6–10 years,46–60
34,No,Travel_Frequently,419,Research & Development,7,4,Life Sciences,1,838,3,Female,74,1,5,Healthcare Representative,2,Divorced,12562,19910,1,Y,No,24,3,3,80,0,3,5,1,3,0,2,0,₹12K+,2–3 years,26–35
20,No,Non-Travel,753,Research & Development,23,3,Life Sciences,1,839,2,Male,63,2,3,Manufacturing Director,4,Married,7084,24231,2,Y,Yes,18,3,4,80,0,2,4,1,0,0,0,0,₹7K–₹12K,<2 years,18–25
54,No,Travel_Frequently,363,Sales,16,5,Marketing,1,840,2,Female,45,1,1,Sales Representative,4,Married,5653,21033,0,Y,No,19,3,4,80,3,13,5,3,7,1,2,0,₹4K–₹7K,6–10 years,46–60
44,No,Travel_Frequently,501,Sales,7,1,Technical Degree,1,841,2,Female,58,1,2,Sales Representative,1,Divorced,6481,25006,1,Y,Yes,17,3,1,80,3,15,1,3,15,10,5,2,₹4K–₹7K,10+ years,36–45
35,No,Non-Travel,980,Research & Development,24,2,Life Sciences,1,842,4,Male,68,1,2,Manufacturing Director,2,Married,5506,7504,4,Y,No,14,3,4,80,3,9,2,1,6,3,0,3,₹4K–₹7K,6–10 years,26–35
24,No,Travel_Rarely,400,Sales,9,3,Medical,1,843,1,Male,73,2,1,Manager,3,Married,3533,25180,6,Y,Yes,11,3,2,80,3,3,0,4,3,3,0,2,<₹4K,2–3 years,18–25
